Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-06-29,128.22,128.23,125.96,126.39,1909062.0,0.0,1.0,121.77400589860747,121.78350316938415,119.62762270307749,120.0360053464748,1909062.0
2017-06-28,127.73,128.43,127.39,127.78,1324710.0,0.0,1.0,121.30863963055009,121.97344858491779,120.98573242414292,121.3561259844335,1324710.0
2017-06-27,128.38,128.38,127.33,127.38,1027598.0,0.0,1.0,121.92596223103438,121.92596223103438,120.92874879948283,120.97623515336625,1027598.0
2017-06-26,127.6,128.17,127.29,127.95,1004866.0,0.0,1.0,121.18517511045323,121.72651954472406,120.89075971637612,121.51757958763709,1004866.0
2017-06-23,128.0,128.64,127.17,127.66,1899307.0,0.0,1.0,121.56506594152049,122.17289127122808,120.77679246705594,121.24215873511332,1899307.0
2017-06-22,128.17,128.71,128.15,128.31,1117052.0,0.0,1.0,121.72651954472406,122.23937216666486,121.70752500317072,121.85948133559761,1117052.0
2017-06-21,128.75,129.1,128.39,128.58,1115255.0,0.0,1.0,122.27736124977159,122.60976572695543,121.93545950181104,122.11590764656802,1115255.0
2017-06-20,128.35,129.1529,128.3,128.75,1163701.0,0.0,1.0,121.89747041870433,122.66000628936406,121.84998406482093,122.27736124977159,1163701.0
2017-06-19,129.4,129.49,128.02,128.27,1405913.0,0.0,1.0,122.89468385025587,122.98015928724601,121.58406048307386,121.8214922524909,1405913.0
2017-06-16,129.48,129.6,128.25,129.44,2471303.0,0.0,1.0,122.9706620164693,123.08462926578949,121.80249771093752,122.9326729333626,2471303.0
2017-06-15,127.94,129.285,127.83,129.02,1820623.0,0.0,1.0,121.5080823168604,122.78546523632403,121.4036123383169,122.53378756074198,1820623.0
2017-06-14,126.4,128.17,126.06,127.96,1573501.0,0.0,1.0,120.04550261725149,121.72651954472406,119.72259541084432,121.52707685841375,1573501.0
2017-06-13,125.57,126.1,125.32,126.1,1297601.0,0.0,1.0,119.25722914278693,119.76058449395104,119.0197973733699,119.76058449395104,1297601.0
2017-06-12,125.21,125.8,124.78,125.67,1534069.0,0.0,1.0,118.9153273948264,119.4756663706506,118.50694475142912,119.35220185055375,1534069.0
2017-06-09,123.86,125.25,123.78,125.23,1038530.0,0.0,1.0,117.63319583997443,118.95331647793313,117.55721767376099,118.93432193637977,1038530.0
